nlayer nwave wavenumber w0 g0 opd 
62 27 0.0 0.0 0.0 0.0 0.0 
62 28 0.0 0.0 0.0 0.0 0.0 
62 29 0.0 0.0 0.0 0.0 0.0 
62 30 0.0 0.0 0.0 0.0 0.0 
62 31 0.0 0.0 0.0 0.0 0.0 
62 32 0.0 0.0 0.0 0.0 0.0 
62 33 0.0 0.0 0.0 0.0 0.0 
62 34 0.0 0.0 0.0 0.0 0.0 
62 35 0.0 0.0 0.0 0.0 0.0 
62 36 0.0 0.0 0.0 0.0 0.0 
62 37 0.0 0.0 0.0 0.0 0.0 
62 38 0.0 0.0 0.0 0.0 0.0 
62 39 0.0 0.0 0.0 0.0 0.0 
62 40 0.0 0.0 0.0 0.0 0.0 
62 41 0.0 0.0 0.0 0.0 0.0 
63 1 0.0 0.0 0.0 0.0 0.0 
63 2 0.0 0.0 0.0 0.0 0.0 
63 3 0.0 0.0 0.0 0.0 0.0 
63 4 0.0 0.0 0.0 0.0 0.0 
63 5 0.0 0.0 0.0 0.0 0.0 
63 6 0.0 0.0 0.0 0.0 0.0 
63 7 0.0 0.0 0.0 0.0 0.0 
63 8 0.0 0.0 0.0 0.0 0.0 
63 9 0.0 0.0 0.0 0.0 0.0 
63 10 0.0 0.0 0.0 0.0 0.0 
63 11 0.0 0.0 0.0 0.0 0.0 
63 12 0.0 0.0 0.0 0.0 0.0 
63 13 0.0 0.0 0.0 0.0 0.0 
63 14 0.0 0.0 0.0 0.0 0.0 
63 15 0.0 0.0 0.0 0.0 0.0 
63 16 0.0 0.0 0.0 0.0 0.0 
63 17 0.0 0.0 0.0 0.0 0.0 
63 18 0.0 0.0 0.0 0.0 0.0 
63 19 0.0 0.0 0.0 0.0 0.0 
63 20 0.0 0.0 0.0 0.0 0.0 
63 21 0.0 0.0 0.0 0.0 0.0 
63 22 0.0 0.0 0.0 0.0 0.0 
63 23 0.0 0.0 0.0 0.0 0.0 
63 24 0.0 0.0 0.0 0.0 0.0 
63 25 0.0 0.0 0.0 0.0 0.0 
63 26 0.0 0.0 0.0 0.0 0.0 
63 27 0.0 0.0 0.0 0.0 0.0 
63 28 0.0 0.0 0.0 0.0 0.0 
63 29 0.0 0.0 0.0 0.0 0.0 
63 30 0.0 0.0 0.0 0.0 0.0 
63 31 0.0 0.0 0.0 0.0 0.0 
63 32 0.0 0.0 0.0 0.0 0.0 
63 33 0.0 0.0 0.0 0.0 0.0 
63 34 0.0 0.0 0.0 0.0 0.0 
63 35 0.0 0.0 0.0 0.0 0.0 
63 36 0.0 0.0 0.0 0.0 0.0 
63 37 0.0 0.0 0.0 0.0 0.0 
63 38 0.0 0.0 0.0 0.0 0.0 
63 39 0.0 0.0 0.0 0.0 0.0 
63 40 0.0 0.0 0.0 0.0 0.0 
63 41 0.0 0.0 0.0 0.0 0.0 
64 1 0.0 0.0 0.0 0.0 0.0 
64 2 0.0 0.0 0.0 0.0 0.0 
64 3 0.0 0.0 0.0 0.0 0.0 
64 4 0.0 0.0 0.0 0.0 0.0 
64 5 0.0 0.0 0.0 0.0 0.0 
64 6 0.0 0.0 0.0 0.0 0.0 
64 7 0.0 0.0 0.0 0.0 0.0 
64 8 0.0 0.0 0.0 0.0 0.0 
64 9 0.0 0.0 0.0 0.0 0.0 
64 10 0.0 0.0 0.0 0.0 0.0 
64 11 0.0 0.0 0.0 0.0 0.0 
64 12 0.0 0.0 0.0 0.0 0.0 
64 13 0.0 0.0 0.0 0.0 0.0 
64 14 0.0 0.0 0.0 0.0 0.0 
64 15 0.0 0.0 0.0 0.0 0.0 
64 16 0.0 0.0 0.0 0.0 0.0 
64 17 0.0 0.0 0.0 0.0 0.0 
64 18 0.0 0.0 0.0 0.0 0.0 
64 19 0.0 0.0 0.0 0.0 0.0 
64 20 0.0 0.0 0.0 0.0 0.0 
64 21 0.0 0.0 0.0 0.0 0.0 
64 22 0.0 0.0 0.0 0.0 0.0 
64 23 0.0 0.0 0.0 0.0 0.0 
64 24 0.0 0.0 0.0 0.0 0.0 
64 25 0.0 0.0 0.0 0.0 0.0 
64 26 0.0 0.0 0.0 0.0 0.0 
64 27 0.0 0.0 0.0 0.0 0.0 
64 28 0.0 0.0 0.0 0.0 0.0 
64 29 0.0 0.0 0.0 0.0 0.0 
64 30 0.0 0.0 0.0 0.0 0.0 
64 31 0.0 0.0 0.0 0.0 0.0 
64 32 0.0 0.0 0.0 0.0 0.0 
64 33 0.0 0.0 0.0 0.0 0.0 
64 34 0.0 0.0 0.0 0.0 0.0 
64 35 0.0 0.0 0.0 0.0 0.0 
64 36 0.0 0.0 0.0 0.0 0.0 
64 37 0.0 0.0 0.0 0.0 0.0 
64 38 0.0 0.0 0.0 0.0 0.0 
64 39 0.0 0.0 0.0 0.0 0.0 
64 40 0.0 0.0 0.0 0.0 0.0 
64 41 0.0 0.0 0.0 0.0 0.0 
65 1 0.0 0.0 0.0 0.0 0.0 
65 2 0.0 0.0 0.0 0.0 0.0 
65 3 0.0 0.0 0.0 0.0 0.0 
65 4 0.0 0.0 0.0 0.0 0.0 
65 5 0.0 0.0 0.0 0.0 0.0 
65 6 0.0 0.0 0.0 0.0 0.0 
65 7 0.0 0.0 0.0 0.0 0.0 
65 8 0.0 0.0 0.0 0.0 0.0 
65 9 0.0 0.0 0.0 0.0 0.0 
65 10 0.0 0.0 0.0 0.0 0.0 
65 11 0.0 0.0 0.0 0.0 0.0 
65 12 0.0 0.0 0.0 0.0 0.0 
65 13 0.0 0.0 0.0 0.0 0.0 
65 14 0.0 0.0 0.0 0.0 0.0 
65 15 0.0 0.0 0.0 0.0 0.0 
65 16 0.0 0.0 0.0 0.0 0.0 
65 17 0.0 0.0 0.0 0.0 0.0 
65 18 0.0 0.0 0.0 0.0 0.0 
65 19 0.0 0.0 0.0 0.0 0.0 
65 20 0.0 0.0 0.0 0.0 0.0 
65 21 0.0 0.0 0.0 0.0 0.0 
65 22 0.0 0.0 0.0 0.0 0.0 
65 23 0.0 0.0 0.0 0.0 0.0 
65 24 0.0 0.0 0.0 0.0 0.0 
65 25 0.0 0.0 0.0 0.0 0.0 
65 26 0.0 0.0 0.0 0.0 0.0 
65 27 0.0 0.0 0.0 0.0 0.0 
65 28 0.0 0.0 0.0 0.0 0.0 
65 29 0.0 0.0 0.0 0.0 0.0 
65 30 0.0 0.0 0.0 0.0 0.0 
65 31 0.0 0.0 0.0 0.0 0.0 
65 32 0.0 0.0 0.0 0.0 0.0 
65 33 0.0 0.0 0.0 0.0 0.0 
65 34 0.0 0.0 0.0 0.0 0.0 
65 35 0.0 0.0 0.0 0.0 0.0 
65 36 0.0 0.0 0.0 0.0 0.0 
65 37 0.0 0.0 0.0 0.0 0.0 
65 38 0.0 0.0 0.0 0.0 0.0 
65 39 0.0 0.0 0.0 0.0 0.0 
65 40 0.0 0.0 0.0 0.0 0.0 
65 41 0.0 0.0 0.0 0.0 0.0 
66 1 0.0 0.0 0.0 0.0 0.0 
66 2 0.0 0.0 0.0 0.0 0.0 
66 3 0.0 0.0 0.0 0.0 0.0 
66 4 0.0 0.0 0.0 0.0 0.0 
66 5 0.0 0.0 0.0 0.0 0.0 
66 6 0.0 0.0 0.0 0.0 0.0 
66 7 0.0 0.0 0.0 0.0 0.0 
66 8 0.0 0.0 0.0 0.0 0.0 
66 9 0.0 0.0 0.0 0.0 0.0 
66 10 0.0 0.0 0.0 0.0 0.0 
66 11 0.0 0.0 0.0 0.0 0.0 
66 12 0.0 0.0 0.0 0.0 0.0 
66 13 0.0 0.0 0.0 0.0 0.0 
66 14 0.0 0.0 0.0 0.0 0.0 
66 15 0.0 0.0 0.0 0.0 0.0 
66 16 0.0 0.0 0.0 0.0 0.0 
66 17 0.0 0.0 0.0 0.0 0.0 
66 18 0.0 0.0 0.0 0.0 0.0 
66 19 0.0 0.0 0.0 0.0 0.0 
66 20 0.0 0.0 0.0 0.0 0.0 
66 21 0.0 0.0 0.0 0.0 0.0 
66 22 0.0 0.0 0.0 0.0 0.0 
66 23 0.0 0.0 0.0 0.0 0.0 
66 24 0.0 0.0 0.0 0.0 0.0 
66 25 0.0 0.0 0.0 0.0 0.0 
66 26 0.0 0.0 0.0 0.0 0.0 
66 27 0.0 0.0 0.0 0.0 0.0 
66 28 0.0 0.0 0.0 0.0 0.0 
66 29 0.0 0.0 0.0 0.0 0.0 
66 30 0.0 0.0 0.0 0.0 0.0 
66 31 0.0 0.0 0.0 0.0 0.0 
66 32 0.0 0.0 0.0 0.0 0.0 
66 33 0.0 0.0 0.0 0.0 0.0 
66 34 0.0 0.0 0.0 0.0 0.0 
66 35 0.0 0.0 0.0 0.0 0.0 
66 36 0.0 0.0 0.0 0.0 0.0 
66 37 0.0 0.0 0.0 0.0 0.0 
66 38 0.0 0.0 0.0 0.0 0.0 
66 39 0.0 0.0 0.0 0.0 0.0 
66 40 0.0 0.0 0.0 0.0 0.0 
66 41 0.0 0.0 0.0 0.0 0.0 
67 1 0.0 0.0 0.0 0.0 0.0 
67 2 0.0 0.0 0.0 0.0 0.0 
67 3 0.0 0.0 0.0 0.0 0.0 
67 4 0.0 0.0 0.0 0.0 0.0 
67 5 0.0 0.0 0.0 0.0 0.0 
67 6 0.0 0.0 0.0 0.0 0.0 
67 7 0.0 0.0 0.0 0.0 0.0 
67 8 0.0 0.0 0.0 0.0 0.0 
67 9 0.0 0.0 0.0 0.0 0.0 
67 10 0.0 0.0 0.0 0.0 0.0 
67 11 0.0 0.0 0.0 0.0 0.0 
67 12 0.0 0.0 0.0 0.0 0.0 
67 13 0.0 0.0 0.0 0.0 0.0 
67 14 0.0 0.0 0.0 0.0 0.0 
67 15 0.0 0.0 0.0 0.0 0.0 
67 16 0.0 0.0 0.0 0.0 0.0 
67 17 0.0 0.0 0.0 0.0 0.0 
67 18 0.0 0.0 0.0 0.0 0.0 
67 19 0.0 0.0 0.0 0.0 0.0 
67 20 0.0 0.0 0.0 0.0 0.0 
67 21 0.0 0.0 0.0 0.0 0.0 
67 22 0.0 0.0 0.0 0.0 0.0 
67 23 0.0 0.0 0.0 0.0 0.0 
67 24 0.0 0.0 0.0 0.0 0.0 
67 25 0.0 0.0 0.0 0.0 0.0 
67 26 0.0 0.0 0.0 0.0 0.0 
67 27 0.0 0.0 0.0 0.0 0.0 
67 28 0.0 0.0 0.0 0.0 0.0 
67 29 0.0 0.0 0.0 0.0 0.0 
67 30 0.0 0.0 0.0 0.0 0.0 
67 31 0.0 0.0 0.0 0.0 0.0 
67 32 0.0 0.0 0.0 0.0 0.0 
67 33 0.0 0.0 0.0 0.0 0.0 
67 34 0.0 0.0 0.0 0.0 0.0 
67 35 0.0 0.0 0.0 0.0 0.0 
67 36 0.0 0.0 0.0 0.0 0.0 
67 37 0.0 0.0 0.0 0.0 0.0 
67 38 0.0 0.0 0.0 0.0 0.0 
67 39 0.0 0.0 0.0 0.0 0.0 
67 40 0.0 0.0 0.0 0.0 0.0 
67 41 0.0 0.0 0.0 0.0 0.0 
68 1 0.0 0.0 0.0 0.0 0.0 
68 2 0.0 0.0 0.0 0.0 0.0 
68 3 0.0 0.0 0.0 0.0 0.0 
68 4 0.0 0.0 0.0 0.0 0.0 
68 5 0.0 0.0 0.0 0.0 0.0 
68 6 0.0 0.0 0.0 0.0 0.0 
68 7 0.0 0.0 0.0 0.0 0.0 
68 8 0.0 0.0 0.0 0.0 0.0 
68 9 0.0 0.0 0.0 0.0 0.0 
68 10 0.0 0.0 0.0 0.0 0.0 
68 11 0.0 0.0 0.0 0.0 0.0 
68 12 0.0 0.0 0.0 0.0 0.0 
68 13 0.0 0.0 0.0 0.0 0.0 
68 14 0.0 0.0 0.0 0.0 0.0 
68 15 0.0 0.0 0.0 0.0 0.0 
68 16 0.0 0.0 0.0 0.0 0.0 
68 17 0.0 0.0 0.0 0.0 0.0 
68 18 0.0 0.0 0.0 0.0 0.0 
68 19 0.0 0.0 0.0 0.0 0.0 
68 20 0.0 0.0 0.0 0.0 0.0 
68 21 0.0 0.0 0.0 0.0 0.0 
68 22 0.0 0.0 0.0 0.0 0.0 
68 23 0.0 0.0 0.0 0.0 0.0 
68 24 0.0 0.0 0.0 0.0 0.0 
68 25 0.0 0.0 0.0 0.0 0.0 
68 26 0.0 0.0 0.0 0.0 0.0 
68 27 0.0 0.0 0.0 0.0 0.0 
68 28 0.0 0.0 0.0 0.0 0.0 
68 29 0.0 0.0 0.0 0.0 0.0 
68 30 0.0 0.0 0.0 0.0 0.0 
68 31 0.0 0.0 0.0 0.0 0.0 
68 32 0.0 0.0 0.0 0.0 0.0 
68 33 0.0 0.0 0.0 0.0 0.0 
68 34 0.0 0.0 0.0 0.0 0.0 
68 35 0.0 0.0 0.0 0.0 0.0 
68 36 0.0 0.0 0.0 0.0 0.0 
68 37 0.0 0.0 0.0 0.0 0.0 
68 38 0.0 0.0 0.0 0.0 0.0 
68 39 0.0 0.0 0.0 0.0 0.0 
68 40 0.0 0.0 0.0 0.0 0.0 
68 41 0.0 0.0 0.0 0.0 0.0 
69 1 0.0 0.0 0.0 0.0 0.0 
69 2 0.0 0.0 0.0 0.0 0.0 
69 3 0.0 0.0 0.0 0.0 0.0 
69 4 0.0 0.0 0.0 0.0 0.0 
69 5 0.0 0.0 0.0 0.0 0.0 
69 6 0.0 0.0 0.0 0.0 0.0 
69 7 0.0 0.0 0.0 0.0 0.0 
69 8 0.0 0.0 0.0 0.0 0.0 
69 9 0.0 0.0 0.0 0.0 0.0 
69 10 0.0 0.0 0.0 0.0 0.0 
69 11 0.0 0.0 0.0 0.0 0.0 
69 12 0.0 0.0 0.0 0.0 0.0 
69 13 0.0 0.0 0.0 0.0 0.0 
69 14 0.0 0.0 0.0 0.0 0.0 
69 15 0.0 0.0 0.0 0.0 0.0 
69 16 0.0 0.0 0.0 0.0 0.0 
69 17 0.0 0.0 0.0 0.0 0.0 
69 18 0.0 0.0 0.0 0.0 0.0 
69 19 0.0 0.0 0.0 0.0 0.0 
69 20 0.0 0.0 0.0 0.0 0.0 
69 21 0.0 0.0 0.0 0.0 0.0 
69 22 0.0 0.0 0.0 0.0 0.0 
69 23 0.0 0.0 0.0 0.0 0.0 
69 24 0.0 0.0 0.0 0.0 0.0 
69 25 0.0 0.0 0.0 0.0 0.0 
69 26 0.0 0.0 0.0 0.0 0.0 
69 27 0.0 0.0 0.0 0.0 0.0 
69 28 0.0 0.0 0.0 0.0 0.0 
69 29 0.0 0.0 0.0 0.0 0.0 
69 30 0.0 0.0 0.0 0.0 0.0 
69 31 0.0 0.0 0.0 0.0 0.0 
69 32 0.0 0.0 0.0 0.0 0.0 
69 33 0.0 0.0 0.0 0.0 0.0 
69 34 0.0 0.0 0.0 0.0 0.0 
69 35 0.0 0.0 0.0 0.0 0.0 
69 36 0.0 0.0 0.0 0.0 0.0 
69 37 0.0 0.0 0.0 0.0 0.0 
69 38 0.0 0.0 0.0 0.0 0.0 
69 39 0.0 0.0 0.0 0.0 0.0 
69 40 0.0 0.0 0.0 0.0 0.0 
69 41 0.0 0.0 0.0 0.0 0.0 
70 1 0.0 0.0 0.0 0.0 0.0 
70 2 0.0 0.0 0.0 0.0 0.0 
70 3 0.0 0.0 0.0 0.0 0.0 
70 4 0.0 0.0 0.0 0.0 0.0 
70 5 0.0 0.0 0.0 0.0 0.0 
70 6 0.0 0.0 0.0 0.0 0.0 
70 7 0.0 0.0 0.0 0.0 0.0 
70 8 0.0 0.0 0.0 0.0 0.0 
70 9 0.0 0.0 0.0 0.0 0.0 
70 10 0.0 0.0 0.0 0.0 0.0 
70 11 0.0 0.0 0.0 0.0 0.0 
70 12 0.0 0.0 0.0 0.0 0.0 
70 13 0.0 0.0 0.0 0.0 0.0 
70 14 0.0 0.0 0.0 0.0 0.0 
70 15 0.0 0.0 0.0 0.0 0.0 
70 16 0.0 0.0 0.0 0.0 0.0 
70 17 0.0 0.0 0.0 0.0 0.0 
70 18 0.0 0.0 0.0 0.0 0.0 
70 19 0.0 0.0 0.0 0.0 0.0 
70 20 0.0 0.0 0.0 0.0 0.0 
70 21 0.0 0.0 0.0 0.0 0.0 
70 22 0.0 0.0 0.0 0.0 0.0 
70 23 0.0 0.0 0.0 0.0 0.0 
70 24 0.0 0.0 0.0 0.0 0.0 
70 25 0.0 0.0 0.0 0.0 0.0 
70 26 0.0 0.0 0.0 0.0 0.0 
70 27 0.0 0.0 0.0 0.0 0.0 
70 28 0.0 0.0 0.0 0.0 0.0 
70 29 0.0 0.0 0.0 0.0 0.0 
70 30 0.0 0.0 0.0 0.0 0.0 
70 31 0.0 0.0 0.0 0.0 0.0 
70 32 0.0 0.0 0.0 0.0 0.0 
70 33 0.0 0.0 0.0 0.0 0.0 
70 34 0.0 0.0 0.0 0.0 0.0 
70 35 0.0 0.0 0.0 0.0 0.0 
70 36 0.0 0.0 0.0 0.0 0.0 
70 37 0.0 0.0 0.0 0.0 0.0 
70 38 0.0 0.0 0.0 0.0 0.0 
70 39 0.0 0.0 0.0 0.0 0.0 
70 40 0.0 0.0 0.0 0.0 0.0 
70 41 0.0 0.0 0.0 0.0 0.0 
71 1 0.0 0.0 0.0 0.0 0.0 
71 2 0.0 0.0 0.0 0.0 0.0 
71 3 0.0 0.0 0.0 0.0 0.0 
71 4 0.0 0.0 0.0 0.0 0.0 
71 5 0.0 0.0 0.0 0.0 0.0 
71 6 0.0 0.0 0.0 0.0 0.0 
71 7 0.0 0.0 0.0 0.0 0.0 
71 8 0.0 0.0 0.0 0.0 0.0 
71 9 0.0 0.0 0.0 0.0 0.0 
71 10 0.0 0.0 0.0 0.0 0.0 
71 11 0.0 0.0 0.0 0.0 0.0 
71 12 0.0 0.0 0.0 0.0 0.0 
71 13 0.0 0.0 0.0 0.0 0.0 
71 14 0.0 0.0 0.0 0.0 0.0 
71 15 0.0 0.0 0.0 0.0 0.0 
71 16 0.0 0.0 0.0 0.0 0.0 
71 17 0.0 0.0 0.0 0.0 0.0 
71 18 0.0 0.0 0.0 0.0 0.0 
71 19 0.0 0.0 0.0 0.0 0.0 
71 20 0.0 0.0 0.0 0.0 0.0 
71 21 0.0 0.0 0.0 0.0 0.0 
71 22 0.0 0.0 0.0 0.0 0.0 
71 23 0.0 0.0 0.0 0.0 0.0 
71 24 0.0 0.0 0.0 0.0 0.0 
71 25 0.0 0.0 0.0 0.0 0.0 
71 26 0.0 0.0 0.0 0.0 0.0 
71 27 0.0 0.0 0.0 0.0 0.0 
71 28 0.0 0.0 0.0 0.0 0.0 
71 29 0.0 0.0 0.0 0.0 0.0 
71 30 0.0 0.0 0.0 0.0 0.0 
71 31 0.0 0.0 0.0 0.0 0.0 
71 32 0.0 0.0 0.0 0.0 0.0 
71 33 0.0 0.0 0.0 0.0 0.0 
71 34 0.0 0.0 0.0 0.0 0.0 
71 35 0.0 0.0 0.0 0.0 0.0 
71 36 0.0 0.0 0.0 0.0 0.0 
71 37 0.0 0.0 0.0 0.0 0.0 
71 38 0.0 0.0 0.0 0.0 0.0 
71 39 0.0 0.0 0.0 0.0 0.0 
71 40 0.0 0.0 0.0 0.0 0.0 
71 41 0.0 0.0 0.0 0.0 0.0 
72 1 0.0 0.0 0.0 0.0 0.0 
72 2 0.0 0.0 0.0 0.0 0.0 
72 3 0.0 0.0 0.0 0.0 0.0 
72 4 0.0 0.0 0.0 0.0 0.0 
72 5 0.0 0.0 0.0 0.0 0.0 
72 6 0.0 0.0 0.0 0.0 0.0 
72 7 0.0 0.0 0.0 0.0 0.0 
72 8 0.0 0.0 0.0 0.0 0.0 
72 9 0.0 0.0 0.0 0.0 0.0 
72 10 0.0 0.0 0.0 0.0 0.0 
72 11 0.0 0.0 0.0 0.0 0.0 
72 12 0.0 0.0 0.0 0.0 0.0 
72 13 0.0 0.0 0.0 0.0 0.0 
72 14 0.0 0.0 0.0 0.0 0.0 
72 15 0.0 0.0 0.0 0.0 0.0 
72 16 0.0 0.0 0.0 0.0 0.0 
72 17 0.0 0.0 0.0 0.0 0.0 
72 18 0.0 0.0 0.0 0.0 0.0 
72 19 0.0 0.0 0.0 0.0 0.0 
72 20 0.0 0.0 0.0 0.0 0.0 
72 21 0.0 0.0 0.0 0.0 0.0 
72 22 0.0 0.0 0.0 0.0 0.0 
72 23 0.0 0.0 0.0 0.0 0.0 
72 24 0.0 0.0 0.0 0.0 0.0 
72 25 0.0 0.0 0.0 0.0 0.0 
72 26 0.0 0.0 0.0 0.0 0.0 
72 27 0.0 0.0 0.0 0.0 0.0 
72 28 0.0 0.0 0.0 0.0 0.0 
72 29 0.0 0.0 0.0 0.0 0.0 
72 30 0.0 0.0 0.0 0.0 0.0 
72 31 0.0 0.0 0.0 0.0 0.0 
72 32 0.0 0.0 0.0 0.0 0.0 
72 33 0.0 0.0 0.0 0.0 0.0 
72 34 0.0 0.0 0.0 0.0 0.0 
72 35 0.0 0.0 0.0 0.0 0.0 
72 36 0.0 0.0 0.0 0.0 0.0 
72 37 0.0 0.0 0.0 0.0 0.0 
72 38 0.0 0.0 0.0 0.0 0.0 
72 39 0.0 0.0 0.0 0.0 0.0 
72 40 0.0 0.0 0.0 0.0 0.0 
72 41 0.0 0.0 0.0 0.0 0.0 
73 1 0.0 0.0 0.0 0.0 0.0 
73 2 0.0 0.0 0.0 0.0 0.0 
73 3 0.0 0.0 0.0 0.0 0.0 
73 4 0.0 0.0 0.0 0.0 0.0 
73 5 0.0 0.0 0.0 0.0 0.0 
73 6 0.0 0.0 0.0 0.0 0.0 
73 7 0.0 0.0 0.0 0.0 0.0 
73 8 0.0 0.0 0.0 0.0 0.0 
73 9 0.0 0.0 0.0 0.0 0.0 
73 10 0.0 0.0 0.0 0.0 0.0 
73 11 0.0 0.0 0.0 0.0 0.0 
73 12 0.0 0.0 0.0 0.0 0.0 
73 13 0.0 0.0 0.0 0.0 0.0 
73 14 0.0 0.0 0.0 0.0 0.0 
73 15 0.0 0.0 0.0 0.0 0.0 
73 16 0.0 0.0 0.0 0.0 0.0 
73 17 0.0 0.0 0.0 0.0 0.0 
73 18 0.0 0.0 0.0 0.0 0.0 
73 19 0.0 0.0 0.0 0.0 0.0 
73 20 0.0 0.0 0.0 0.0 0.0 
73 21 0.0 0.0 0.0 0.0 0.0 
73 22 0.0 0.0 0.0 0.0 0.0 
73 23 0.0 0.0 0.0 0.0 0.0 
73 24 0.0 0.0 0.0 0.0 0.0 
73 25 0.0 0.0 0.0 0.0 0.0 
73 26 0.0 0.0 0.0 0.0 0.0 
73 27 0.0 0.0 0.0 0.0 0.0 
73 28 0.0 0.0 0.0 0.0 0.0 
73 29 0.0 0.0 0.0 0.0 0.0 
73 30 0.0 0.0 0.0 0.0 0.0 
73 31 0.0 0.0 0.0 0.0 0.0 
73 32 0.0 0.0 0.0 0.0 0.0 
73 33 0.0 0.0 0.0 0.0 0.0 
73 34 0.0 0.0 0.0 0.0 0.0 
73 35 0.0 0.0 0.0 0.0 0.0 
73 36 0.0 0.0 0.0 0.0 0.0 
73 37 0.0 0.0 0.0 0.0 0.0 
73 38 0.0 0.0 0.0 0.0 0.0 
73 39 0.0 0.0 0.0 0.0 0.0 
73 40 0.0 0.0 0.0 0.0 0.0 
73 41 0.0 0.0 0.0 0.0 0.0 
74 1 0.0 0.0 0.0 0.0 0.0 
74 2 0.0 0.0 0.0 0.0 0.0 
74 3 0.0 0.0 0.0 0.0 0.0 
74 4 0.0 0.0 0.0 0.0 0.0 
74 5 0.0 0.0 0.0 0.0 0.0 
74 6 0.0 0.0 0.0 0.0 0.0 
74 7 0.0 0.0 0.0 0.0 0.0 
74 8 0.0 0.0 0.0 0.0 0.0 
74 9 0.0 0.0 0.0 0.0 0.0 
74 10 0.0 0.0 0.0 0.0 0.0 
74 11 0.0 0.0 0.0 0.0 0.0 
74 12 0.0 0.0 0.0 0.0 0.0 
74 13 0.0 0.0 0.0 0.0 0.0 
74 14 0.0 0.0 0.0 0.0 0.0 
74 15 0.0 0.0 0.0 0.0 0.0 
74 16 0.0 0.0 0.0 0.0 0.0 
74 17 0.0 0.0 0.0 0.0 0.0 
74 18 0.0 0.0 0.0 0.0 0.0 
74 19 0.0 0.0 0.0 0.0 0.0 
74 20 0.0 0.0 0.0 0.0 0.0 
74 21 0.0 0.0 0.0 0.0 0.0 
74 22 0.0 0.0 0.0 0.0 0.0 
74 23 0.0 0.0 0.0 0.0 0.0 
74 24 0.0 0.0 0.0 0.0 0.0 
74 25 0.0 0.0 0.0 0.0 0.0 
74 26 0.0 0.0 0.0 0.0 0.0 
74 27 0.0 0.0 0.0 0.0 0.0 
74 28 0.0 0.0 0.0 0.0 0.0 
74 29 0.0 0.0 0.0 0.0 0.0 
74 30 0.0 0.0 0.0 0.0 0.0 
74 31 0.0 0.0 0.0 0.0 0.0 
74 32 0.0 0.0 0.0 0.0 0.0 
74 33 0.0 0.0 0.0 0.0 0.0 
74 34 0.0 0.0 0.0 0.0 0.0 
74 35 0.0 0.0 0.0 0.0 0.0 
74 36 0.0 0.0 0.0 0.0 0.0 
74 37 0.0 0.0 0.0 0.0 0.0 
74 38 0.0 0.0 0.0 0.0 0.0 
74 39 0.0 0.0 0.0 0.0 0.0 
74 40 0.0 0.0 0.0 0.0 0.0 
74 41 0.0 0.0 0.0 0.0 0.0 
75 1 0.0 0.0 0.0 0.0 0.0 
75 2 0.0 0.0 0.0 0.0 0.0 
75 3 0.0 0.0 0.0 0.0 0.0 
75 4 0.0 0.0 0.0 0.0 0.0 
75 5 0.0 0.0 0.0 0.0 0.0 
75 6 0.0 0.0 0.0 0.0 0.0 
75 7 0.0 0.0 0.0 0.0 0.0 
75 8 0.0 0.0 0.0 0.0 0.0 
75 9 0.0 0.0 0.0 0.0 0.0 
75 10 0.0 0.0 0.0 0.0 0.0 
75 11 0.0 0.0 0.0 0.0 0.0 
75 12 0.0 0.0 0.0 0.0 0.0 
75 13 0.0 0.0 0.0 0.0 0.0 
75 14 0.0 0.0 0.0 0.0 0.0 
75 15 0.0 0.0 0.0 0.0 0.0 
75 16 0.0 0.0 0.0 0.0 0.0 
75 17 0.0 0.0 0.0 0.0 0.0 
75 18 0.0 0.0 0.0 0.0 0.0 
75 19 0.0 0.0 0.0 0.0 0.0 
75 20 0.0 0.0 0.0 0.0 0.0 
75 21 0.0 0.0 0.0 0.0 0.0 
75 22 0.0 0.0 0.0 0.0 0.0 
75 23 0.0 0.0 0.0 0.0 0.0 
75 24 0.0 0.0 0.0 0.0 0.0 
75 25 0.0 0.0 0.0 0.0 0.0 
75 26 0.0 0.0 0.0 0.0 0.0 
75 27 0.0 0.0 0.0 0.0 0.0 
75 28 0.0 0.0 0.0 0.0 0.0 
75 29 0.0 0.0 0.0 0.0 0.0 
75 30 0.0 0.0 0.0 0.0 0.0 
75 31 0.0 0.0 0.0 0.0 0.0 
75 32 0.0 0.0 0.0 0.0 0.0 
75 33 0.0 0.0 0.0 0.0 0.0 
75 34 0.0 0.0 0.0 0.0 0.0 
75 35 0.0 0.0 0.0 0.0 0.0 
75 36 0.0 0.0 0.0 0.0 0.0 
75 37 0.0 0.0 0.0 0.0 0.0 
75 38 0.0 0.0 0.0 0.0 0.0 
75 39 0.0 0.0 0.0 0.0 0.0 
75 40 0.0 0.0 0.0 0.0 0.0 
75 41 0.0 0.0 0.0 0.0 0.0 
76 1 0.0 0.0 0.0 0.0 0.0 
76 2 0.0 0.0 0.0 0.0 0.0 
76 3 0.0 0.0 0.0 0.0 0.0 
76 4 0.0 0.0 0.0 0.0 0.0 
76 5 0.0 0.0 0.0 0.0 0.0 
76 6 0.0 0.0 0.0 0.0 0.0 
76 7 0.0 0.0 0.0 0.0 0.0 
76 8 0.0 0.0 0.0 0.0 0.0 
76 9 0.0 0.0 0.0 0.0 0.0 
76 10 0.0 0.0 0.0 0.0 0.0 
76 11 0.0 0.0 0.0 0.0 0.0 
